_id,ltable_a_id,rtable_person_id,ltable_a_name,ltable_a_country,ltable_a_city,ltable_a_prov,ltable_a_web,rtable_a_name,rtable_a_country,rtable_a_city,rtable_a_prov,rtable_a_email_server,gold_label,,,,,,,,,,,,
8860,20629,39304,university western ontario,canada,london,ontario,http://www.uwo.ca,western university,canada,london,on,ivey.uwo.ca,0,0,FALSE,university western ontario,western university,canada,canada,london,london,ontario,on,http://www.uwo.ca,ivey.uwo.ca
8866,20629,52658,university western ontario,canada,london,ontario,http://www.uwo.ca,university western ontario,canada,london,on,ivey.ca,0,0,TRUE,,,,,,,,,,
8870,20636,20048,western sydney university,australia,penrith,new south wales,http://www.uws.edu.au,university sydney,australia,sydney,nsw,hotmail.com,0,0,FALSE,western sydney university,university sydney,australia,australia,penrith,sydney,new south wales,nsw,http://www.uws.edu.au,hotmail.com
8887,10383,27603,king college london,united kingdom,london,,http://www.kcl.ac.uk,university college london,united kingdom,london,,ucl.ac.uk,0,0,FALSE,king college london,university college london,united kingdom,united kingdom,london,london,0,0,http://www.kcl.ac.uk,ucl.ac.uk
8907,20664,52085,university ljubljana,slovenia,ljubljana,,http://www.uni-lj.si,faculty economics ljubljana university,slovenia,ajdovscina,,ef.uni-lj.si,0,0,FALSE,university ljubljana,faculty economics ljubljana university,slovenia,slovenia,ljubljana,ajdovscina,0,0,http://www.uni-lj.si,ef.uni-lj.si
8931,10531,59371,korea nazarene university,south korea,cheonan si,chungcheongnam-do,http://www.kornu.ac.kr,korea university,south korea,seoul,,korea.ac.kr,0,0,FALSE,korea nazarene university,korea university,south korea,south korea,cheonan si,seoul,chungcheongnam-do,0,http://www.kornu.ac.kr,korea.ac.kr
8933,10531,14942,korea nazarene university,south korea,cheonan si,chungcheongnam-do,http://www.kornu.ac.kr,korea university,south korea,seoul,,korea.ac.kr,0,0,FALSE,korea nazarene university,korea university,south korea,south korea,cheonan si,seoul,chungcheongnam-do,0,http://www.kornu.ac.kr,korea.ac.kr
8939,20785,58166,utah state university,united states,logan,utah,http://www.usu.edu,university utah,united states,salt lake city,utah,business.utah.edu,0,0,FALSE,utah state university,university utah,united states,united states,logan,salt lake city,utah,utah,http://www.usu.edu,business.utah.edu
8945,20785,3674,utah state university,united states,logan,utah,http://www.usu.edu,university utah,united states,salt lake city,utah,business.utah.edu,0,0,FALSE,utah state university,university utah,united states,united states,logan,salt lake city,utah,utah,http://www.usu.edu,business.utah.edu
8968,20828,3068,vanguard university southern california,united states,costa mesa,california,http://www.vanguard.edu,university southern california,united states,santa monica,california,usc.edu,0,0,FALSE,vanguard university southern california,university southern california,united states,united states,costa mesa,santa monica,california,california,http://www.vanguard.edu,usc.edu
8970,20828,19955,vanguard university southern california,united states,costa mesa,california,http://www.vanguard.edu,university southern california,united states,los angeles,california,usc.edu,0,0,FALSE,vanguard university southern california,university southern california,united states,united states,costa mesa,los angeles,california,california,http://www.vanguard.edu,usc.edu
8974,20828,5450,vanguard university southern california,united states,costa mesa,california,http://www.vanguard.edu,university southern california,united states,los angeles,california,usc.edu,0,0,FALSE,vanguard university southern california,university southern california,united states,united states,costa mesa,los angeles,california,california,http://www.vanguard.edu,usc.edu
8998,20861,6016,vermont technical college,united states,randolph center,vermont,http://www.vtc.edu,university vermont,united states,burlington,vermont,bsad.uvm.edu,0,0,FALSE,vermont technical college,university vermont,united states,united states,randolph center,burlington,vermont,vermont,http://www.vtc.edu,bsad.uvm.edu
9001,20868,58417,victoria university,australia,melbourne,victoria,http://www.vu.edu.au,victoria university,australia,melbourne,victoria,vu.edu.au,1,9,TRUE,,,,,,,,,,
9002,20869,12655,university toronto victoria university,canada,toronto,ontario,http://www.vicu.utoronto.ca,university toronto,canada,toronto,on,rotman.utoronto.ca,0,0,FALSE,university toronto victoria university,university toronto,canada,canada,toronto,toronto,ontario,on,http://www.vicu.utoronto.ca,rotman.utoronto.ca
9023,20905,59352,virginia commonwealth university,united states,richmond,virginia,http://www.vcu.edu,university virginia,united states,charlottesville,virginia,darden.virginia.edu,0,0,FALSE,virginia commonwealth university,university virginia,united states,united states,richmond,charlottesville,virginia,virginia,http://www.vcu.edu,darden.virginia.edu
9033,20905,57031,virginia commonwealth university,united states,richmond,virginia,http://www.vcu.edu,virginia commonwealth university,united states,richmond,virginia,vcu.edu,1,7,TRUE,,,,,,,,,,
9080,10745,6669,university copenhagen,denmark,kobenhavn k,,http://www.ku.dk,copenhagen business school,denmark,copenhagen,,cbs.dk,0,0,FALSE,university copenhagen,copenhagen business school,denmark,denmark,kobenhavn k,copenhagen,0,0,http://www.ku.dk,cbs.dk
9087,10745,29641,university copenhagen,denmark,kobenhavn k,,http://www.ku.dk,copenhagen business school,denmark,frederiksberg,,cbs.dk,0,0,FALSE,university copenhagen,copenhagen business school,denmark,denmark,kobenhavn k,frederiksberg,0,0,http://www.ku.dk,cbs.dk
9089,10745,11987,university copenhagen,denmark,kobenhavn k,,http://www.ku.dk,copenhagen business school,denmark,frederiksberg,,cbs.dk,0,0,FALSE,university copenhagen,copenhagen business school,denmark,denmark,kobenhavn k,frederiksberg,0,0,http://www.ku.dk,cbs.dk
9129,10775,15335,la trobe university,australia,melbourne,victoria,http://www.latrobe.edu.au,la trobe university,australia,bundoora,victoria,latrobe.edu.au,1,14,TRUE,,,,,,,,,,
9162,21145,32474,washington state university,united states,pullman,washington,http://www.wsu.edu,university washington,united states,seattle,washington,uw.edu,0,0,FALSE,washington state university,university washington,united states,united states,pullman,seattle,washington,washington,http://www.wsu.edu,uw.edu
9203,21199,6886,west texas a m university,united states,canyon,texas,http://www.wtamu.edu,texas a m university,united states,college station,texas,ag.tamu.edu,0,0,FALSE,west texas a m university,texas a m university,united states,united states,canyon,college station,texas,texas,http://www.wtamu.edu,ag.tamu.edu
9206,21199,50887,west texas a m university,united states,canyon,texas,http://www.wtamu.edu,texas a m university college station,united states,college station,texas,mays.tamu.edu,0,0,FALSE,west texas a m university,texas a m university college station,united states,united states,canyon,college station,texas,texas,http://www.wtamu.edu,mays.tamu.edu
9223,21202,4913,west virginia university,united states,morgantown,west virginia,http://www.wvu.edu,west virginia university,united states,morgantown,west virginia,mail.wvu.edu,0,0,TRUE,,,,,,,,,,
9225,21201,42241,west virginia state university,united states,institute,west virginia,http://www.wvstateu.edu/,west virginia university,united states,morgantown,west virginia,gmail.com,0,0,FALSE,west virginia state university,west virginia university,united states,united states,institute,morgantown,west virginia,west virginia,http://www.wvstateu.edu/,gmail.com
9232,21209,42243,western carolina university,united states,cullowhee,north carolina,http://www.wcu.edu,western carolina university,united states,waynesville,north carolina,wcu.edu,1,7,TRUE,,,,,,,,,,
9249,21218,42317,western kentucky university,united states,bowling green,kentucky,http://www.wku.edu,western kentucky university,united states,bowling green,kentucky,wku.edu,1,7,TRUE,,,,,,,,,,
9271,21220,60038,western michigan university,united states,kalamazoo,michigan,http://www.wmich.edu,university michigan,united states,ann arbor,michigan,umich.edu,0,0,FALSE,western michigan university,university michigan,united states,united states,kalamazoo,ann arbor,michigan,michigan,http://www.wmich.edu,umich.edu
9310,10937,58460,liaoning university science technology,china,anshan,liaoning,http://www.ustl.edu.cn/,university science and technology liaoning,china,anshan,liaoning,163.com,0,0,FALSE,liaoning university science technology,university science and technology liaoning,china,china,anshan,anshan,liaoning,liaoning,http://www.ustl.edu.cn/,163.com
9342,21273,1498,william paterson university new jersey,united states,wayne,new jersey,http://www.wpunj.edu,william paterson university,united states,wayne,new jersey,wpunj.edu,1,9,FALSE,william paterson university new jersey,william paterson university,united states,united states,wayne,wayne,new jersey,new jersey,http://www.wpunj.edu,wpunj.edu
9371,11018,36362,london business school,united kingdom,london,,http://www.london.edu/,london business school,united kingdom,london,,london.edu,1,10,TRUE,,,,,,,,,,
9385,11018,1815,london business school,united kingdom,london,,http://www.london.edu/,london business school,united kingdom,london,,london.edu,1,10,TRUE,,,,,,,,,,
9392,11019,15319,london contemporary dance school,united kingdom,london,,http://www.theplace.org.uk/lcds,university london,united kingdom,egham,surrey,rhul.ac.uk,0,0,FALSE,london contemporary dance school,university london,united kingdom,united kingdom,london,egham,0,surrey,http://www.theplace.org.uk/lcds,rhul.ac.uk
9418,11042,22451,louisiana state university agricultural mechanical college,united states,baton rouge,louisiana,http://www.lsu.edu/,louisiana state university,united states,baton rouge,louisiana,lsu.edu,1,7,FALSE,louisiana state university agricultural mechanical college,louisiana state university,united states,united states,baton rouge,baton rouge,louisiana,louisiana,http://www.lsu.edu/,lsu.edu
9435,11058,40150,loyola university chicago,united states,chicago,illinois,http://www.luc.edu,university chicago,united states,chicago,illinois,uchicago.edu,0,0,FALSE,loyola university chicago,university chicago,united states,united states,chicago,chicago,illinois,illinois,http://www.luc.edu,uchicago.edu
9445,21362,7640,wuhan university science technology,china,wuhan,hubei province,http://www.wust.edu.cn/wust_en/index.html,hong kong university science and technology,china,kowloon,hong kong,ust.hk,0,0,FALSE,wuhan university science technology,hong kong university science and technology,china,china,wuhan,kowloon,hubei province,hong kong,http://www.wust.edu.cn/wust_en/index.html,ust.hk
9456,21362,5605,wuhan university science technology,china,wuhan,hubei province,http://www.wust.edu.cn/wust_en/index.html,hong kong university science and technology,china,hong kong,,ust.hk,0,0,FALSE,wuhan university science technology,hong kong university science and technology,china,china,wuhan,hong kong,hubei province,0,http://www.wust.edu.cn/wust_en/index.html,ust.hk
9461,21364,32556,wuhan yangtze business university,china,wuhan,hubei,http://www.wybu.cn/,wuhan university,china,wuhan,hubei,whu.edu.cn,0,0,FALSE,wuhan yangtze business university,wuhan university,china,china,wuhan,wuhan,hubei,hubei,http://www.wybu.cn/,whu.edu.cn
9485,11079,56981,luoyang institute science technology,china,luoyang,he,http://www.lit.edu.cn,huazhong university science and technology,china,wuhan,hubei,hust.edu.cn,0,0,FALSE,luoyang institute science technology,huazhong university science and technology,china,china,luoyang,wuhan,he,hubei,http://www.lit.edu.cn,hust.edu.cn
9517,21593,34794,xi'an jiaotong liverpool university,china,suzhou,jiangsu,http://www.xjtlu.edu.cn/en/,xi'an jiaotong university,china,xi an,shannxi,163.com,0,0,FALSE,xi'an jiaotong liverpool university,xi'an jiaotong university,china,china,suzhou,xi an,jiangsu,shannxi,http://www.xjtlu.edu.cn/en/,163.com
9519,21593,58465,xi'an jiaotong liverpool university,china,suzhou,jiangsu,http://www.xjtlu.edu.cn/en/,xi'an jiaotong university,china,xi an,shaanxi,mail.xjtu.edu.cn,0,0,FALSE,xi'an jiaotong liverpool university,xi'an jiaotong university,china,china,suzhou,xi an,jiangsu,shaanxi,http://www.xjtlu.edu.cn/en/,mail.xjtu.edu.cn
9523,21593,57211,xi'an jiaotong liverpool university,china,suzhou,jiangsu,http://www.xjtlu.edu.cn/en/,xi'an jiaotong university,china,xi anÂèÂ´Ã Å“Â¨Ã_Å“Ã_Ã¢,shaanxiÅ_ÂªÂ¥,gmail.com,0,0,FALSE,xi'an jiaotong liverpool university,xi'an jiaotong university,china,china,suzhou,xi anÂèÂ´Ã Å“Â¨Ã_Å“Ã_Ã¢,jiangsu,shaanxiÅ_ÂªÂ¥,http://www.xjtlu.edu.cn/en/,gmail.com
9529,11313,46559,makerere university,uganda,kampala,,http://www.mak.ac.ug/,makerere university business school,uganda,kampala,,mubs.ac.ug,0,0,FALSE,makerere university,makerere university business school,uganda,uganda,kampala,kampala,0,0,http://www.mak.ac.ug/,mubs.ac.ug
9545,11416,14005,marshall university,united states,huntington,west virginia,http://www.marshall.edu,marshall university,united states,huntington,west virginia,marshall.edu,1,12,TRUE,,,,,,,,,,
9550,21735,53996,yonsei university,south korea,seoul,,http://www.yonsei.ac.kr,yonsei university,south korea,seoul,,yonsei.ac.kr,1,12,TRUE,,,,,,,,,,
9562,21737,19946,york college pennsylvania,united states,york,pennsylvania,http://www.ycp.edu,university pennsylvania,united states,philadelphia,pennsylvania,rahulkapoor.com,0,0,FALSE,york college pennsylvania,university pennsylvania,united states,united states,york,philadelphia,pennsylvania,pennsylvania,http://www.ycp.edu,rahulkapoor.com
9563,21737,11159,york college pennsylvania,united states,york,pennsylvania,http://www.ycp.edu,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0,0,FALSE,york college pennsylvania,university pennsylvania,united states,united states,york,philadelphia,pennsylvania,pennsylvania,http://www.ycp.edu,wharton.upenn.edu
9565,21737,27231,york college pennsylvania,united states,york,pennsylvania,http://www.ycp.edu,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0,0,FALSE,york college pennsylvania,university pennsylvania,united states,united states,york,philadelphia,pennsylvania,pennsylvania,http://www.ycp.edu,wharton.upenn.edu
9581,21739,9225,york university,canada,toronto,ontario,http://www.yorku.ca,york university,canada,toronto,on,schulich.yorku.ca,0,0,TRUE,,,,,,,,,,
9600,11447,42905,massachusetts institute technology,united states,cambridge,massachusetts,http://www.mit.edu,massachusetts institute technology,united states,cambridge,massachusetts,mit.edu,1,7,TRUE,,,,,,,,,,
9634,11496,28256,mcgill university,canada,montreal,quebec,http://www.mcgill.ca,mcgill university,canada,montreal,qc,mail.mcgill.ca,0,0,TRUE,,,,,,,,,,
9653,11514,58801,medical university south carolina,united states,charleston,south carolina,http://www.musc.edu,university south carolina,united states,columbia,south carolina,email.sc.edu,0,0,FALSE,medical university south carolina,university south carolina,united states,united states,charleston,columbia,south carolina,south carolina,http://www.musc.edu,email.sc.edu
9657,11514,56891,medical university south carolina,united states,charleston,south carolina,http://www.musc.edu,university south carolina,united states,columbia,south carolina,mailbox.sc.edu,0,0,FALSE,medical university south carolina,university south carolina,united states,united states,charleston,columbia,south carolina,south carolina,http://www.musc.edu,mailbox.sc.edu
9667,11527,35914,medical university innsbruck,austria,innsbruck,tyrol,http://www.i-med.ac.at,university innsbruck,austria,innsbruck,,uibk.ac.at,0,0,FALSE,medical university innsbruck,university innsbruck,austria,austria,innsbruck,innsbruck,tyrol,0,http://www.i-med.ac.at,uibk.ac.at
9672,21829,58717,zhejiang ocean university,china,zhoushan,zhejiang province,http://61.153.216.111/zjouenglish,zhejiang university,china,hangzhou,,hotmail.com,0,0,FALSE,zhejiang ocean university,zhejiang university,china,china,zhoushan,hangzhou,zhejiang province,0,http://61.153.216.111/zjouenglish,hotmail.com
9719,21838,48898,zhejiang wanli university,china,ningbo,zhejiang province,http://gjjl.zwu.edu.cn/english,zhejiang university,china,hangzhou,,zju.edu.cn,0,0,FALSE,zhejiang wanli university,zhejiang university,china,china,ningbo,hangzhou,zhejiang province,0,http://gjjl.zwu.edu.cn/english,zju.edu.cn
9724,11542,56899,meiji university,japan,tokyo,,http://www.meiji.ac.jp,meiji university,japan,tokyo,,nifty.com,0,0,TRUE,,,,,,,,,,
