a_id,a_name,a_country,a_street,a_city,a_prov,a_pcode,a_tel,a_web
661,Academy Fine Arts Gdansk,Poland,ul. Targ Weglowy 6,Gdansk,pomorskie,80-836,+48(58) 301-28-01,http://www.asp.gda.pl
662,Academy Fine Arts Katowice,Poland,ul. Raciborska 37,Katowice,slaskie,40-074,+48(32) 251-69-89,http://www.aspkat.edu.pl
663,Academy Fine Arts Warsaw,Poland,ul. Krakowskie Przedmiescie 5,Warszawa,mazowieckie,00-068,+48(22) 320-02-00,http://www.asp.waw.pl
664,Aleksander Zelwerowicz State atre Academy,Poland,ul. Miodowa 22/24,Warszawa,mazowieckie,00-246,+48(22) 831-02-16,http://www.at.edu.pl
665,U. Bielsko Biala,Poland,ul. Willowa 2,Bielsko-Biala,slaskie,43-309,+48(33) 827-93-50,http://www.ath.bielsko.pl
666,Academy Art Banska Bystrica,Slovak Republic,Ul. J. Kollara 22,Banska Bystrica,,974 00,+421(48) 4320-111,http://www.aku.sk
667,Jedrzej Sniadecki Academy Physical Education Sport Gdansk,Poland,ul. Kazimierza Gorskiego 1,Gdansk,pomorskie,80-336,+48(58) 554-71-21,http://www.awf.gda.pl
668,U. School Physical Education Krakow,Poland,Al. Jana Pawla II 78,Krakow,malopolskie,31-571,+48(12) 683-10-00  +48(12) 683-12-27,http://www.awf.krakow.pl
669,U. School Physical Education Poznan,Poland,ul. Krolowej Jadwigi 27/39,Poznan,wielkopolskie,61-871,+48(61) 835-50-00,http://www.awf.poznan.pl
670,Jerzy Kukuczka Academy Physical Education,Poland,ul. Mikolowska 72A,Katowice,slaskie,40-065,+48(32) 207-51-34,http://www.awf.katowice.pl
671,Jozef Pilsudski Academy Physical Education Warsaw,Poland,ul. Marymoncka 34,Warszawa,mazowieckie,00-968,+48(22) 834-04-31,http://www.awf.edu.pl
672,U. School Physical Education Wroclaw,Poland,al. Ignacego Jana Paderewskiego 35,Wroclaw,dolnoslaskie,51-612,+48(71) 347-32-00,http://www.awf.wroc.pl
674,Academy Fine Arts Nuremberg,Germany,Bingstrasse 60,Nurnberg,,90480,+49(911) 9404-0,http://www.adbk-nuernberg.de
675,Academy Fine Arts Munich,Germany,Akademiestrasse 2,Munchen,,80799,+49(89) 3852-0,http://www.adbk.de/
676,Academy Fine Arts Vienna,Austria,Schillerplatz 3,Wien,Vienna,1010,+43(1) 588-160,http://www.akbild.ac.at
677,Academy Performing Arts Prague,Czech Republic,Nam. Malostranske 12,Praha 1,,118 00,+420 257 534 205,http://www.amu.cz
678,Sting Academy p.b.c,Czech Republic,Stromovka 1,Brno,,637 00,+420 541 221-801-2,http://www.sting.cz
679,Academy Fine Arts Prague,Czech Republic,U Akademie 4,Praha 7,,170 22,+420 220 408 200,http://www.avu.cz
680,Kazakhstan Innovative U.,Kazakhstan,ul. Bayseitova 5,Semey,,071400,+7(722) 256-22-53,http://www.kiu.kz/
681,Academic Institute Applied Energy,Russian Federation,"ul. Industrial'naja, d.46",Niznevartovsk,"Tjumenskaja oblast', Khanty-Mansijskij avt. okrug-Jugra",628600,+7(3466) 63-13-48 +7(3466) 63-12-87 +7(3466) 63-18-46,http://aipe-nv.ru
682,Academic Law Institute,Russian Federation,ul. Znamenka 10,Moskva,,119841,+7(495) 691-8825,http://www.apu.edu.ru/
683,Kokshe Academy,Kazakhstan,"ul. Esenberlina, 38",Kokshetau,,020000,+7(7162) 33-36-25,http://www.koksheacademy.kz/
684,National Academy State Tax Service Ukraine,Ukraine,ul. Karla Marksa 31,Irpin,Kyiv Region,08201,+380(4497) 5-75-71,http://www.asta.edu.ua
686,Academy Economic Security,Russian Federation,"ul. Kol'skaja, 2",Moskva,,129329,+7(499) 189-97-96 +7(499)  993-36-84,http://www.econsafety.ru/
687,Academy Economics Law,Kazakhstan,ul. Egizbayeva 13,Almaty,,050060,+7(727) 394-06-11,http://www.aep.kz
688,O.A. Dzholdasbekov Academy Economics Law,Kazakhstan,ul. Tauelsizdika 77,Taldykorgan,,040000,+7(7282) 21-01-01,http://vuz.ucoz.kz/
691,Academy Federal Security Administration Russian Federation,Russian Federation,prosp. Micurinskij 70,Moskva,,119602,+7(495) 931-3300 +7(495) 931-10-11,http://www.academy.fsb.ru/
692,Academy Federal Security Service Russian Federation,Russian Federation,"ul. Priborostroitelnaja,n d. 35",Orjol,,302034,+7(4862) 54-97-63 +7(4862) 54-97-64,http://academ.msk.rsnet.ru/
694,Academy Public Administration under President Kazakhstan,Kazakhstan,prosp. Abaja 33a,Astana,,010000,+7(7172) 75-34-77 +7(7172) 75-33-44,http://pa-academy.kz
695,State Academy Fire Service Ministry Internal Affairs Russian Federation,Russian Federation,ul. Borisa Galuskina 4,Moskva,,129366,+7(495) 682-12-11 +7(495) 686-45-27,http://www.academygps.ru/
696,Academy Civil Aviation,Kazakhstan,ul. Zakarpatskaja 44,Almaty,,050039,+7(727) 383-89-79,http://www.agakaz.kz
697,Academy Civil Protection,Russian Federation,,Khimki,Moskovskaja oblast',141435,+7(495) 575-4847,http://www.amchs.ru/
699,Academy Choir Singing named after V.S. Popov,Russian Federation,ul. Festival'naja 2,Moskva,,125565,+7(495) 988-99-56,http://www.axu.ru/
700,Academy Public Administration under Aegis President Republic Belarus,Belarus,17 Moskovskaya  St,Minsk,,220007,+375(17) 229-51-11,http://www.pac.by/en
703,Academy Marketing Social Information Technology,Russian Federation,"ul. Ziposkaja, 5",Krasnodar,,350010,+7(861) 252-25-81 +7(861) 278-22-83,http://www.imsit.ru
704,Academy Innovation Management Institute,Russian Federation,"ul. 2-ja Rybinskaja, d.13",Moskva,,107113,+7(495) 973-25-26,http://www.mosobrsouz.ru
705,Academy Ministry Internal Affairs Republic Belarus,Belarus,6 Masherov Avenue,Minsk,,220005,+375(17) 284-89-39,http://www.academy.mia.by
707,Ukrainian Academy Customs,Ukraine,"bul. Rohal'ova, 8",Dnipropetrovsk,Dnipropetrovsk Region,49044,+380(56) 245-55-96 +380(56) 247-18-82,http://amsu.dp.ua/
708,Academy Municipal Management Kyiv,Ukraine,bul. Ivana Kudri 33,Kyiv,Kyiv Region,01601,+380(44) 529-00-58 +380(44) 529-00-23,http://www.amu.kiev.ua
709,Academy Labour Social Relations Tourism,Ukraine,Velika Okruzhna doroga 3,Kyiv,Kyiv Region,03680,+380(44) 526-06-64 +380(44) 522-49-40,http://www.socosvita.kiev.ua/
710,Academy Law Management Institute,Russian Federation,"ul Sadovniki, d.2",Moskva,,115487,+7(495) 271-66-52,http://www.academprava.ru
711,Academy Law Management Federal Penal Service,Russian Federation,ul. Sennaja 1,Rjazan,,390036,+7(4912) 27-21-12,http://apu-fsin.ru/
712,Russian Ballet Academy named after A.J. Vaganova,Russian Federation,ul. Zodcego Rossi 2,Sankt-Peterburg,,191023,+7(812) 710-42-46 +7(812) 312-17-02,http://www.vaganova.ru/
713,Academy Social Education,Russian Federation,ul. Isaeva 12,Kazan,Tatarstan,420039,+7(843) 555-61-77,http://www.aso-ksui.ru/
714,Academy Socio Economic Development Institute,Russian Federation,ul. Ostrjakova 3,Moskva,,125057,+7(495) 107-38-75 +7(495) 505-77-14,http://www.as-ed.ru
715,Academy Labour Social Relations,Russian Federation,ul. Lobacevskogo 90,Moskva,,119454,+7(499) 432-3375,http://www.atiso.ru
716,Academy Management Internal Affairs Russian Federation,Russian Federation,ul. Zoii i  Aleksandra Kosmodem'janskih 8,Moskva,,125171,+7(499) 150-1034,http://www.amvd.ru/
717,Academy Music Dance Fine Arts,Bulgaria,"str. ""Todor Samodumov"" 2pk 783",Plovdiv,,4000,+359(32) 601-441,http://www.artacademyplovdiv.com
718,Akaki Tsereteli State U.,Georgia,55 Tamar Mepe Street,Kutaisi,Imereti,4600,+995(331) 45784,http://www.atsu.edu.ge/index_eng.php
720,Akdeniz U.,Turkey,Dumlupinar Boulevard Campus,Antalya,,07058,+90(242) 310-1550,http://www.akdeniz.edu.tr
722,Akhbar Al Yom Academy,Egypt,"4th Industrial Zone, beside Akhbar Print House,",6th of October City,Giza,,+202 383 471 20,http://www.akhbaracademy.edu.eg
723,Akita U.,Japan,1-1 Tegata Gakuen-machi,Akita-shi,Akita,010-8502,+81(18) 889-2207  +81(18) 889-2856,http://www.akita-u.ac.jp
724,Akita U. Nursing Welfare,Japan,2-3-4 Shimizu,Odate,Akita,017-0046,+81(186) 45-1717,http://www.well.ac.jp/
725,Akita Prefectural U.,Japan,241-438 Kaidobata-Nishi,Nakano Shimoshinjo,Akita,010-0195,+81(18) 872-1500,http://www.akita-pu.ac.jp
726,Akita U. Art,Japan,12-3 Araya-Okawamachi,Akita,,010-1632,+81(18) 888-8100,http://www.akibi.ac.jp/
727,Aklan Catholic College,Philippines,Archbishop Reyes Street,Kalibo,Aklan,5600,+63(36) 268-4152,http://www.acc.edu.ph/
728,Aklan Polytechnic Institute,Philippines,Quezon Avenue,Kalibo,Aklan,5600,+63(36) 262-3202  +63(36) 262-5751,
729,Aklan State U.,Philippines,,Banga,Aklan,,+63(36) 267-6586,http://www.asu.edu.ph
733,Aksaray U.,Turkey,Rektorluk,Aksaray,,,+90(382) 215-66-92,http://www.aksaray.edu.tr
736,K. Zhubanov Aktobe Regional State U.,Kazakhstan,ul. A. Moldagulova 34,Aktobe,,030000,+7(7132) 54-06-19,http://arsu.kz/
737,S. Baishev Aktobe U.,Kazakhstan,"ul Br. Zhubanova, 302A",Aktobe,,030000,+7(7132) 97-40-00,http://www.vuzbaishev.kz/
740,Akwa Ibom State U.,Nigeria,P.M.B. 1167,Uyo,Akwa Ibom State,,,http://www.aksu.edu.ng/
741,Al Ain U. Science Technology,United Arab Emirates,P.O. Box 64141,Al Ain,,,+971(3) 761-1185,http://www.aau.ac.ae
742,Al Andalus U. Medical Sciences,Syrian Arab Republic,,Qadmus,,,+963 4365-7600,http://www.au.edu.sy
743,Al Ghurair U.,United Arab Emirates,P.0. Box 37374Dubai Academic City,Dubai,,,+971(4) 420-0223,http://www.agu.ae/
744,Al Hosn U.,United Arab Emirates,P.O. Box 38772,Abu Dhabi,,,+971(2) 407-0700,http://www.alhosnu.ae/alhosnu/home.aspx
745,Islamic U. Gaza,Palestine,PO Box 108Jamal Abed El Naser Street,Gaza,Gaza Strip,,+972(8) 286-0700,http://www.iugaza.edu.ps
746,Syrian Virtual U.,Syrian Arab Republic,PO Box 35329,Damascus,,,+963(11) 211-3472,http://www.svuonline.org
747,Hashemite U.,Jordan,PO Box 330127,Zarqa,,13115,+962(5) 390-3333,http://www.hu.edu.jo
748,Private U. Science Arts,Syrian Arab Republic,PO Box 12094,Aleppo,,,+963(21) 267-4747,
749,Global U.,Lebanon,Batrakieh Street,Beirut,,15-5085,+961(1) 358-058,http://www.gu.edu.lb
750,Modern U. Business Science,Lebanon,Old Saida Road,Damour,Al-Chouf,,+961(5) 601-801,http://www.mubs.edu.lb
751,Islamic U. Lebanon,Lebanon,PO Box 30014Khaldeh Highway,Khalde,Choueifat,,+961(5) 807-711-16,
752,Lebanese U.,Lebanon,Place du Musee,Beirut,,14/6573,+961(1) 612-830,http://www.ul.edu.lb
753,Canadian Sudanese College,Sudan,Alriad,Khartoum,,,+249(155) 126-2617  +249(155) 999-993,http://www.ccs.edu.sd/
754,Al Zahra College Women,Oman,PO Box 1197,Muscat,,,+968 24607678,http://www.zahracol.edu.om
755,Almetievsk State Oil Institute,Russian Federation,ul. Lenina 2,Al'metievsk,Respublika Tatarstan,423450,+7(8553) 31-00-06 +7(8553) 31-00-04,http://www.agni-rt.ru/
756,Almetievsk State Institute Municipal Service,Russian Federation,ul. M. Dzalilja 9,Al'metievsk,Respublika Tatarstan,423450,+7(8553) 45-80-71,http://agims.ru/
757,Al Abbasya Institute Computer Commercial Sciences,Egypt,Abdu Basha Square,Abbasya,,,,
758,Al Ahgaff U.,Yemen,PO Box 50341,Mukalla,,,+967(5) 360-303  +967(5) 304-145,http://www.ahgaff.edu
759,Al Ahram Canadian U.,Egypt,,6th of October City,Giza,,+20(2) 833-3078,http://www.acu.edu.eg
760,Jordan Academy Music,Jordan,PO Box 96212724 Sayed Qutub StreetShamasani,Amman,,11196,+962(6) 560-4172,http://www.jam.edu.jo
761,Al Alsun Higher Institute Tourism Hotel Management,Egypt,"Block ndeg 96, Makram Ebeid Ex.8th DistrictNasr City",Cairo,,,+20(2) 287-7522,
762,Al Anbar U.,Iraq,PO Box 55431,Baghdad,,,+964(1) 817-8849  +964(1) 543-3813,http://www.uoanbar.edu.iq/index.en.htm
763,Al Aqsa U.,Palestine,,Gaza,Gaza Strip,,+972(8) 282-6809 +972(8) 282-6819,http://www.alaqsa.edu.ps
764,Al Arab Medical U.,Libya,PO Box 18251Hawari Road,Benghazi,,,+218(61) 225-007,
765,Al Azhar U.,Egypt,PO Box 11751Meddina Nasr,Cairo,,,+20(2) 262-3274   +20(2) 262-3278,http://www.azhar.edu.eg
766,Al Baha Private College Science,Saudi Arabia,PO Box 430,Al-Baha,,,+966(7) 727-2751,http://bpcs.edu.sa
767,Al Baha U.,Saudi Arabia,PO Box 1988,Al-Baha,,,+966(7) 727-4111,http://www.bu.edu.sa
768,Al Faisal U.,Saudi Arabia,PO Box 50927,Riyadh,,11533,+966(1) 215-7777,http://www.alfaisal.edu/
770,Al Ghad International Health Sciences Colleges,Saudi Arabia,,Riyadh,,,,http://alghadcolleges.com/2/
771,Al Hamd Islamic U.,Pakistan,"Alhamd Educational Complex, Zarghoon Road",Quetta,Balochistan,87300,+92 (81) 2451-362,http://www.aiu.edu.pk
772,Al Hikmah U.,Nigeria,"Adeta Road, Adewole Housing Estate",Ilorin,Kwara State,,+234 7065 446931,http://alhikmah.edu.ng/
773,King Hussein U.,Jordan,PO Box 20,Ma'an,,,+962(3) 217-9000,http://www.ahu.edu.jo
774,Al Jabal Al Gharbi U.,Libya,PO Box 64101Zawia,Gharian,,,+218(242) 630-263,http://jgu.edu.ly/
775,Gulf U.,Bahrain,P.O. Box 26489,Adliya,,26489,+973 1762-0092,http://www.gulfuniversity.edu.bh
776,U. Jordan,Jordan,JubaihaQueen Rania Al Abdullah Street,Amman,,11942,+962(6) 535-5000,http://www.ju.edu.jo
777,Al Mustansiriyah U.,Iraq,"PO Box 14022, Palestine StreetAl-Waziriyah",Baghdad,,,+964(1) 416-8500,http://www.uomustansiriyah.edu.iq/
778,U. Technology,Iraq,Al Sinah Street,Baghdad,,,+964(1) 719-9446,http://www.uotechnology.edu.iq/
779,Islamic U.,Saudi Arabia,PO Box 170,Medinah,,,+966(4) 847-4080,http://www.iu.edu.sa
780,Al Jouf U.,Saudi Arabia,PO. B 2014,Al-Jouf,,,+966(4) 625-2271,http://www.ju.edu.sa/
781,Hebron U.,Palestine,"14 University Street, PO Box 40",Hebron / West Bank,Palestine,,+970 (2) 222-0995,http://www.hebron.edu
782,Jordanian Sudanese College Science Technology,Sudan,Alamamarat Street 53,Khartoum,,,+249(183) 848-5518,
783,Al Ma'aref Higher Institute Languages Translation,Egypt,"10, Nasouh Str.",Al-Zaytoun,,,+20(2) 2257-1324,
784,Al Madina Higher Institute International Languages,Egypt,,Shoubra Ment,,,,
785,Al Madinah International U.,Malaysia,,Shah Alam,Selangor,40100,+60(3) 5511-3939,http://www.mediu.edu.my/
786,Queen Arwa U.,Yemen,PO Box 11586,Sana'a,,,+967(1) 449-909,http://www.y.net.ye/arwauniversity/english/about.htm
787,Al Mansour U. College,Iraq,PO Box 69005,Baghdad,,12906,+964(1) 718-9469,http://www.muc.edu.iq/
789,Al Mustafa International U.,Iran (Islamic Republic of),P.O. Box 439Mo'alem Street,Qom,,439,+98(251) 717-2415,http://miu.ac.ir/
790,Al Muthanna U.,Iraq,,Samawa,Al Muthanna,,,http://www.uoalmuthana.edu.iq/
791,Al Nahrain U.,Iraq,PO Box 64074Al-Jadiriyah,Baghdad,,,+964(1) 778-8786  +964(1) 778-2564,http://www.nahrainuniv.edu.iq/
792,Al Obour Higher Institute Engineering Technology,Egypt,31 Km Ismailia Desert Road,Cairo,,,+20(2) 477-0037,
793,Al Obour Higher Institute Management Informatics,Egypt,"21, Belbais High Way",Sharquia,,,+20(2) 263-6882,
794,Al Qadisiya U.,Iraq,PO Box 88,Diwaniyah,Al-Qadisiya,,+964 7801024027,http://www.qadissuni.edu.iq
795,Al Quds Open U.,Palestine,"Irsal Street, Kanan Bld, 4th floorPO Box 1804",Ramallah,West Bank,,+972(2)2964571,http://www.qou.edu
796,Al Quds U.,Palestine,PO Box 51000Abdel Hamaid Shoman StreetBeit Hanina,East Jerusalem,,,+972(2) 2627-4979,http://www.alquds.edu
797,Al Rafidain U. College,Iraq,PO Box 46036,Baghdad,Al-Risafa,,,http://www.coalrafidain.edu.iq/
798,Al Yamamah U.,Saudi Arabia,PO Box 45180,Riyadh,,11512,+966(1) 224-2222,http://www.yu.edu.sa
799,Alabama Agricultural Mechanical U.,United States of America ,4900 Meridian Street North,Normal, Alabama,35762-1357,+1(256) 372-5000,http://www.aamu.edu
800,Alabama State U.,United States of America ,915 Jackson Street,Montgomery, Alabama,36101-0271,+1(334) 229-4200,http://www.alasu.edu
801,Alagappa U.,India,Alagappa Nagar,Karaikudi,Tamil Nadu,630 003,+91(4565) 228-080,http://www.alagappauniversity.ac.in
802,Alanus U. Arts Social Sciences,Germany,Villestrasse 3,Alfter bei Bonn,,53347,+49(2222) 9321-0,http://www.alanus.edu
803,Alaska Pacific U.,United States of America ,4101 University Drive,Anchorage, Alaska,99508-4672,+1(907) 561-1266,http://www.alaskapacific.edu
805,Albany College Pharmacy Health Sciences,United States of America ,106 New Scotland Avenue,Albany, New York,12208-3492,+1(518) 694-7200,http://www.acphs.edu
806,Albany Law School,United States of America ,80 New Scotland Avenue,Albany, New York,12208-3494,+1(518) 445-2311,http://www.albanylaw.edu
807,Albany Medical College,United States of America ,47 New Scotland Avenue,Albany, New York,12208,+1(518) 262-5634,http://www.amc.edu/Academic/index.cfm
808,Albany State U.,United States of America ,504 College Drive,Albany, Georgia,31705-2796,+1(912) 430-4600,http://www.asurams.edu/
809,Albay Institute Technology,Philippines,Sta. Cruz,Ligao City,Albay,4504,+63(52) 837-7403,
810,Alberoni U.,Afghanistan,Kapisa Main Road,Gulbahar,Kapisa,,,http://www.au.edu.af/
811,U. Freiburg,Germany,Fahnenbergplatz,Freiburg im Breisgau,,79085,+49(761) 203-0,http://www.uni-freiburg.de
812,Alberta College Art Design,Canada ,1407-14 Avenue,Calgary, Alberta,T2N 4R3,+1(403) 284-7600,http://www.acad.ca
814,Albertus Magnus College,United States of America ,700 Prospect Street,New Haven, Connecticut,06511-1189,+1(203) 773-8550,http://www.albertus.edu
815,Albion College,United States of America ,611 East Porter Street,Albion, Michigan,49224,+1(517) 629-1000,http://www.albion.edu
816,Albright College,United States of America ,PO Box 1523413th and Bern Streets,Reading, Pennsylvania,19612,+1(610) 921-2381,http://www.albright.edu
817,Alcorn State U.,United States of America ,1000 ASU Drive,Alcorn State, Mississippi,39096-7500,+1(601) 877-6100,http://www.alcorn.edu
818,Aldersgate College,Philippines,Bonfal Street,Solano,Nueva Vizcaya,3709,+63(78) 326-5085  +63(78) 326-5645,http://www.aldersgate-college.com
819,Alderson Broaddus College,United States of America ,College Hill Road,Philippi, West Virginia,26416,+1(304) 457-1700,http://www.ab.edu
820,Alejandro Colleges,Philippines,"Gen. Luis Street, Novaliches",Quezon City,"Second District, Metro Manila",,+63(2) 937-2639  +63(2) 937-2640,
821,Aleksandras Stulginskis U.,Lithuania,"Studentu g. 11,Akademijos mstl.",Kaunas,,53361,+370(37) 75-23-98,http://www.asu.lt
822,Alemarz School Science Technology,Philippines,Purok 3A Upland,Valencia City,Bukidnon,8709,+63(88) 828-3303,
823,Aletheia U.,China - Taiwan,"32, Chen-Li StreetTamsui",Taipei,,25103,+886(2) 262-12121,http://www.au.edu.tw
824,Alexander College,Cyprus,"P.O. Box 45081,2 Artas Street",Aradhippou,Larnaca,7110,+357(24) 53-23-73,http://www.alexander.ac.cy
826,Alexandria Higher Institute Engineering Technology,Egypt,Victor Emanuel Str. Sidi GaberSamouha,Alexandria,,,+20(3) 425-4942,http://www.aiet.edu.eg
827,Alexian College Parang,Philippines,Atis St.,Parang,Shariff Kabunsuan,9604,,
828,Alfelor Sr. Memorial College,Philippines,Poblacion Zone 2,Del Gallego,Camarines Sur,4411,+63(42) 304-8549,
829,Alfred U.,United States of America ,One Saxon Drive,Alfred, New York,14802,+1(607) 871-2115,http://www.alfred.edu
830,Algonquin College,Canada ,1385 Woodroffe Avenue,Ottawa, Ontario,K2G 1V8,+1(613) 727-4723,http://www.algonquincollege.com/
831,Aliah U.,India,"21, Haji Md. Mohsin Square,",Kolkata,West Bengal,700016,+91(33) 2706-2124,http://www.aliah.ac.in
832,Alice Lloyd College,United States of America ,100 Purpose Road,Pippa Passes, Kentucky,41844-8884,+1(606) 368-6000,Http://www.alc.edu
833,Alice Salomon U. Applied Sciences Berlin,Germany,Alice-Salomon-Platz 5,Berlin,,12627,+49(30) 99245-0,http://www.ash-berlin.eu/
834,Aligarh Muslim U.,India,,Aligarh,Uttar Pradesh,202002,+91(571) 270-0220,http://www.amu.ac.in
835,Alitagtag College,Philippines,Poblacion West,Alitagtag,Batangas,4205,+63(43) 211-4985,
836,Asmarya U. Islamic Sciences,Libya,PO Box 471 / 495,Zliten,Ashiekh District,,+218(514) 627-039,http://www.asmarya.edu.ly
837,AlKhair U. AJK,Pakistan,"Camp Office, 88-W, Fazal-Ul-Haq Road, Blue Area",Islamabad,,,+92(51) 287-9907,http://www.alkhair.edu.pk
838,Dublin City U. All Hallows College,Ireland,Grace Park RoadDrumcondra,Dublin,,9,+353(1) 837-3745,http://www.allhallows.ie
839,All India Institute Medical Sciences,India,Ansari Nagar,New Delhi,,110029,+91(11) 2658-8851,http://www.aiims.edu
840,All Nations College,Philippines,"VV Soliven, Mayamot",Antipolo City,Rizal,1870,+63(2) 647-2899,
841,All Nations U. College,Ghana,PO Box KF 1908,Koforidua,,,+233(34) 202-1587-8,http://www.anuc.edu.gh/home/
843,Allama Iqbal Open U.,Pakistan,Sector H-8,Islamabad,,44000,+92(51) 925-0101,http://www.aiou.edu.pk
845,Allameh Tabataba'i U.,Iran (Islamic Republic of),"P.O. Box 14155-8473,Dehkade Olampik",Tehran,Tehran,,+98(21) 4473-7561,http://atu.ac.ir
846,Allegheny College,United States of America ,520 N North Main Street,Meadville, Pennsylvania,16335-3902,+1(814) 332-3100,http://www.allegheny.edu
847,Allen College,United States of America ,1825 Logan Avenue,Waterloo, Iowa,50703-1999,+1(319) 226-2000,http://www.allencollege.edu
848,Allen U.,United States of America ,1530 Harden Street,Columbia, South Carolina,29204,+1(803) 254-4165,http://www.allenuniversity.edu
851,Alliance U.,India,Chikkahagade CrossChandapura - Anekal Main Road,Bangalore,Karnataka,562106,+91(80) 3093-8000/1,http://www.alliance.edu.in
860,Alma College,United States of America ,614 West Superior Street,Alma, Michigan,48801,+1(989) 463-7111,http://www.alma.edu
